SourceID,TargetID,RelationshipType,TransactionAmount,TransactionDate,TransactionDescription,SourceName,SourceType,SourceSector,SourceOrganization
3126,1083,Embezzlement,,6/1/2014,Fraud in Government sector,Person 3126,Official,Finance,Organization 749
2736,1111,Bribery,,1/27/2013,Fraud in Healthcare sector,Person 2736,Manager,Finance,Organization 815
1018,1005,Nepotism,63781,2/20/2010,Nepotism in Construction sector,Person 1018,CEO,Healthcare,Organization 642
1447,215,Fraud,32194,5/20/2016,Bribery in Government sector,Person 1447,Clerk,Construction,Organization 400
1165,2974,Embezzlement,18499,8/11/2016,Nepotism in Healthcare sector,Person 1165,CEO,Finance,Organization 416
1421,3500,Embezzlement,97455,2/4/2012,Bribery in Construction sector,Person 1421,Official,Government,Organization 659
2430,91,Nepotism,,5/24/2016,Nepotism in Construction sector,Person 2430,Manager,Government,Organization 702
3445,89,Nepotism,96307,5/16/2018,Embezzlement in Government sector,Person 3445,Clerk,Healthcare,Organization 896
1950,1959,Embezzlement,,5/22/2013,Fraud in Healthcare sector,Person 1950,CEO,Construction,Organization 238
4572,274,Bribery,62787,5/14/2013,Fraud in Government sector,Person 4572,Official,Government,Organization 540
2096,268,Bribery,,4/14/2019,Bribery in Construction sector,Person 2096,Manager,Healthcare,Organization 72
4403,710,Nepotism,,10/16/2016,Bribery in Construction sector,Person 4403,CEO,Finance,Organization 463
1524,288,Embezzlement,73485,10/15/2011,Nepotism in Government sector,Person 1524,CEO,Finance,Organization 880
3239,3331,Fraud,72658,5/17/2018,Fraud in Finance sector,Person 3239,CEO,Healthcare,Organization 742
164,2327,Bribery,,7/23/2012,Nepotism in Construction sector,Person 164,Clerk,Government,Organization 496
4455,4797,Nepotism,16169,12/19/2016,Embezzlement in Government sector,Person 4455,Official,Finance,Organization 472
4919,4726,Nepotism,78980,8/8/2016,Fraud in Construction sector,Person 4919,Official,Construction,Organization 725
2458,4670,Nepotism,26445,9/19/2013,Embezzlement in Government sector,Person 2458,Clerk,Finance,Organization 843
544,190,Fraud,,2/28/2017,Bribery in Healthcare sector,Person 544,Manager,Finance,Organization 750
1014,33,Nepotism,73629,2/9/2011,Bribery in Government sector,Person 1014,CEO,Construction,Organization 677
4829,2221,Fraud,45957,3/12/2011,Embezzlement in Construction sector,Person 4829,CEO,Government,Organization 280
4809,3973,Bribery,,1/2/2019,Bribery in Construction sector,Person 4809,Clerk,Finance,Organization 956
4405,4773,Nepotism,,2/10/2019,Nepotism in Finance sector,Person 4405,Manager,Government,Organization 972
521,1491,Bribery,50703,7/22/2011,Fraud in Government sector,Person 521,Manager,Government,Organization 622
4296,140,Bribery,92321,6/18/2011,Bribery in Finance sector,Person 4296,Manager,Healthcare,Organization 298
3970,1993,Nepotism,52110,9/28/2017,Bribery in Construction sector,Person 3970,Clerk,Construction,Organization 323
476,1077,Nepotism,38759,8/18/2011,Fraud in Government sector,Person 476,Official,Construction,Organization 678
2682,2043,Embezzlement,83931,8/8/2016,Bribery in Construction sector,Person 2682,Manager,Government,Organization 587
3497,3053,Nepotism,,11/7/2010,Bribery in Government sector,Person 3497,Manager,Healthcare,Organization 662
1834,3925,Bribery,,10/13/2013,Fraud in Government sector,Person 1834,Official,Construction,Organization 560
3865,2012,Nepotism,,4/23/2019,Fraud in Finance sector,Person 3865,Manager,Construction,Organization 304
4866,4146,Bribery,63084,8/8/2015,Embezzlement in Healthcare sector,Person 4866,Manager,Construction,Organization 463
3931,884,Embezzlement,,1/15/2014,Embezzlement in Construction sector,Person 3931,Official,Construction,Organization 289
1847,3130,Bribery,74253,3/26/2015,Nepotism in Construction sector,Person 1847,Official,Construction,Organization 993
4172,208,Embezzlement,72104,10/19/2018,Nepotism in Government sector,Person 4172,CEO,Construction,Organization 43
1142,2349,Embezzlement,47878,10/27/2015,Fraud in Construction sector,Person 1142,Clerk,Finance,Organization 936
1071,2352,Nepotism,,1/22/2018,Embezzlement in Healthcare sector,Person 1071,Official,Government,Organization 855
3792,4427,Bribery,,11/13/2015,Bribery in Construction sector,Person 3792,Official,Finance,Organization 765
1885,3767,Embezzlement,,8/9/2014,Nepotism in Government sector,Person 1885,Clerk,Construction,Organization 849
767,1490,Embezzlement,,5/27/2011,Fraud in Finance sector,Person 767,Official,Finance,Organization 392
3847,4871,Nepotism,,5/19/2020,Bribery in Healthcare sector,Person 3847,Manager,Construction,Organization 802
386,416,Fraud,,12/8/2015,Fraud in Healthcare sector,Person 386,CEO,Finance,Organization 973
2272,4400,Nepotism,,4/10/2015,Fraud in Healthcare sector,Person 2272,CEO,Finance,Organization 299
3462,3208,Bribery,33223,5/7/2010,Bribery in Finance sector,Person 3462,CEO,Construction,Organization 44
2950,1565,Embezzlement,64937,5/2/2014,Nepotism in Construction sector,Person 2950,CEO,Government,Organization 584
2199,1307,Nepotism,,8/12/2013,Embezzlement in Healthcare sector,Person 2199,Official,Government,Organization 883
4034,690,Nepotism,,8/3/2016,Fraud in Government sector,Person 4034,CEO,Finance,Organization 541
3382,3457,Bribery,98710,12/3/2013,Bribery in Government sector,Person 3382,Clerk,Finance,Organization 122
648,4761,Bribery,,8/15/2015,Embezzlement in Healthcare sector,Person 648,Clerk,Healthcare,Organization 156
4960,1774,Fraud,38506,11/14/2020,Embezzlement in Finance sector,Person 4960,CEO,Healthcare,Organization 168
4812,403,Nepotism,,5/5/2013,Bribery in Construction sector,Person 4812,Manager,Healthcare,Organization 567
875,590,Embezzlement,43874,6/12/2020,Bribery in Government sector,Person 875,Clerk,Construction,Organization 190
3410,4060,Embezzlement,64071,3/21/2013,Embezzlement in Finance sector,Person 3410,Clerk,Government,Organization 30
135,1390,Bribery,92895,3/28/2018,Nepotism in Construction sector,Person 135,CEO,Government,Organization 238
1202,4301,Embezzlement,76556,3/15/2010,Nepotism in Construction sector,Person 1202,Official,Finance,Organization 705
338,2895,Fraud,24876,3/9/2013,Embezzlement in Construction sector,Person 338,Clerk,Government,Organization 892
3895,4830,Nepotism,,11/4/2015,Nepotism in Government sector,Person 3895,CEO,Healthcare,Organization 88
3334,3454,Nepotism,96808,6/9/2012,Nepotism in Government sector,Person 3334,Manager,Construction,Organization 818
4113,3851,Nepotism,,9/23/2013,Fraud in Construction sector,Person 4113,CEO,Healthcare,Organization 132
1670,2424,Embezzlement,,8/12/2011,Embezzlement in Construction sector,Person 1670,Clerk,Finance,Organization 317
358,2701,Embezzlement,12957,6/7/2018,Bribery in Finance sector,Person 358,Official,Government,Organization 551
4769,1556,Fraud,,5/6/2020,Bribery in Government sector,Person 4769,Official,Construction,Organization 558
4092,1342,Embezzlement,,4/24/2020,Embezzlement in Finance sector,Person 4092,Clerk,Construction,Organization 489
4615,1529,Fraud,66259,11/20/2012,Fraud in Government sector,Person 4615,Clerk,Healthcare,Organization 122
2582,491,Bribery,66670,3/13/2017,Fraud in Finance sector,Person 2582,Official,Government,Organization 446
1904,839,Embezzlement,,3/18/2016,Embezzlement in Finance sector,Person 1904,Official,Construction,Organization 390
3998,738,Embezzlement,,1/17/2012,Embezzlement in Finance sector,Person 3998,Official,Government,Organization 398
4452,747,Nepotism,89576,2/23/2014,Nepotism in Construction sector,Person 4452,Official,Construction,Organization 476
4283,4979,Embezzlement,27480,5/19/2020,Embezzlement in Construction sector,Person 4283,CEO,Construction,Organization 340
3950,1638,Nepotism,22121,8/24/2010,Bribery in Construction sector,Person 3950,Clerk,Government,Organization 366
1509,1961,Embezzlement,,2/15/2010,Embezzlement in Construction sector,Person 1509,CEO,Construction,Organization 347
3125,4777,Bribery,,1/25/2012,Nepotism in Healthcare sector,Person 3125,CEO,Government,Organization 100
2146,2968,Embezzlement,69733,9/26/2014,Bribery in Finance sector,Person 2146,Clerk,Finance,Organization 74
3892,798,Nepotism,91368,7/21/2010,Bribery in Government sector,Person 3892,CEO,Finance,Organization 630
2609,4630,Fraud,,11/25/2014,Bribery in Government sector,Person 2609,Manager,Finance,Organization 449
2420,1955,Bribery,,4/10/2019,Nepotism in Government sector,Person 2420,Manager,Healthcare,Organization 449
3654,1719,Fraud,,2/1/2012,Embezzlement in Construction sector,Person 3654,Official,Healthcare,Organization 676
1106,2947,Fraud,57161,6/14/2015,Embezzlement in Construction sector,Person 1106,Official,Government,Organization 270
2697,2551,Nepotism,86666,2/19/2017,Embezzlement in Finance sector,Person 2697,Manager,Healthcare,Organization 122
1162,4619,Nepotism,,5/27/2010,Bribery in Finance sector,Person 1162,Clerk,Government,Organization 367
3823,1906,Embezzlement,60317,4/1/2015,Embezzlement in Healthcare sector,Person 3823,Official,Construction,Organization 204
4440,1798,Embezzlement,,6/15/2012,Fraud in Construction sector,Person 4440,Official,Government,Organization 315
2772,723,Fraud,,2/12/2017,Nepotism in Finance sector,Person 2772,CEO,Finance,Organization 177
1829,4996,Embezzlement,52803,3/1/2019,Nepotism in Government sector,Person 1829,Clerk,Construction,Organization 467
2787,4630,Bribery,9958,9/24/2011,Nepotism in Finance sector,Person 2787,Clerk,Construction,Organization 235
1962,3766,Nepotism,8010,9/27/2020,Nepotism in Construction sector,Person 1962,CEO,Government,Organization 827
1093,147,Bribery,,7/14/2011,Fraud in Healthcare sector,Person 1093,Manager,Finance,Organization 185
1254,1387,Fraud,92924,7/8/2019,Embezzlement in Construction sector,Person 1254,Manager,Construction,Organization 613
2118,3376,Embezzlement,56750,11/19/2018,Nepotism in Construction sector,Person 2118,Manager,Finance,Organization 748
2304,4948,Embezzlement,3241,5/25/2017,Fraud in Government sector,Person 2304,Manager,Government,Organization 65
2644,1083,Bribery,28892,10/9/2017,Bribery in Government sector,Person 2644,CEO,Healthcare,Organization 667
4688,2099,Embezzlement,87323,5/17/2010,Bribery in Construction sector,Person 4688,Manager,Healthcare,Organization 352
2652,2124,Fraud,,3/19/2015,Fraud in Finance sector,Person 2652,CEO,Finance,Organization 698
1821,818,Bribery,,7/13/2012,Nepotism in Finance sector,Person 1821,Manager,Finance,Organization 872
1599,1899,Nepotism,,9/21/2017,Fraud in Healthcare sector,Person 1599,Clerk,Finance,Organization 141
4983,1084,Bribery,5449,5/18/2016,Bribery in Healthcare sector,Person 4983,CEO,Finance,Organization 565
472,1481,Bribery,7611,9/27/2015,Fraud in Government sector,Person 472,Official,Healthcare,Organization 425
253,4019,Embezzlement,11850,1/10/2018,Nepotism in Government sector,Person 253,Manager,Healthcare,Organization 380
2322,785,Embezzlement,48580,8/22/2012,Embezzlement in Construction sector,Person 2322,Official,Healthcare,Organization 955
3956,2548,Bribery,,5/23/2012,Embezzlement in Finance sector,Person 3956,CEO,Construction,Organization 616
751,3183,Nepotism,,2/9/2020,Nepotism in Finance sector,Person 751,Manager,Healthcare,Organization 245
4571,1701,Bribery,61914,2/13/2020,Bribery in Healthcare sector,Person 4571,Clerk,Healthcare,Organization 209
2273,1224,Bribery,,10/23/2011,Fraud in Government sector,Person 2273,Official,Construction,Organization 564
560,414,Embezzlement,,7/13/2013,Nepotism in Government sector,Person 560,Official,Construction,Organization 435
1524,3478,Bribery,4455,4/6/2010,Embezzlement in Construction sector,Person 1524,CEO,Finance,Organization 880
2524,4039,Fraud,77748,10/9/2018,Bribery in Government sector,Person 2524,CEO,Healthcare,Organization 881
2809,3621,Nepotism,,9/17/2013,Nepotism in Finance sector,Person 2809,CEO,Government,Organization 379
3507,4552,Nepotism,74353,7/20/2019,Embezzlement in Construction sector,Person 3507,CEO,Government,Organization 337
3987,2559,Bribery,,4/13/2013,Embezzlement in Finance sector,Person 3987,CEO,Government,Organization 999
1614,3375,Fraud,91079,12/21/2016,Nepotism in Government sector,Person 1614,CEO,Healthcare,Organization 957
2348,2641,Fraud,,12/1/2017,Embezzlement in Healthcare sector,Person 2348,CEO,Government,Organization 622
1617,2353,Embezzlement,,10/14/2010,Bribery in Healthcare sector,Person 1617,Clerk,Construction,Organization 533
1250,1831,Fraud,41214,5/14/2018,Nepotism in Healthcare sector,Person 1250,CEO,Healthcare,Organization 247
2243,1625,Embezzlement,75181,12/14/2010,Bribery in Healthcare sector,Person 2243,CEO,Construction,Organization 261
4448,589,Fraud,,12/6/2019,Embezzlement in Construction sector,Person 4448,Manager,Healthcare,Organization 458
3252,2942,Fraud,,8/1/2017,Bribery in Healthcare sector,Person 3252,Manager,Government,Organization 470
492,2450,Fraud,,5/22/2011,Nepotism in Finance sector,Person 492,Clerk,Construction,Organization 639
1382,2156,Fraud,,1/28/2020,Embezzlement in Government sector,Person 1382,Clerk,Construction,Organization 488
3835,3067,Fraud,,1/9/2020,Bribery in Government sector,Person 3835,Official,Construction,Organization 529
3769,4504,Nepotism,,7/6/2020,Bribery in Healthcare sector,Person 3769,CEO,Healthcare,Organization 357
1757,1710,Bribery,,1/22/2019,Embezzlement in Healthcare sector,Person 1757,Manager,Government,Organization 173
3703,1893,Fraud,49520,12/12/2016,Bribery in Finance sector,Person 3703,Clerk,Healthcare,Organization 122
3413,3804,Fraud,99492,2/5/2020,Embezzlement in Government sector,Person 3413,Clerk,Government,Organization 762
4254,1897,Bribery,42500,5/16/2010,Nepotism in Healthcare sector,Person 4254,Clerk,Finance,Organization 760
3195,368,Fraud,,12/3/2018,Nepotism in Finance sector,Person 3195,Manager,Finance,Organization 836
4840,908,Nepotism,72201,10/11/2011,Embezzlement in Healthcare sector,Person 4840,Manager,Construction,Organization 179
610,4200,Fraud,,12/6/2015,Bribery in Healthcare sector,Person 610,Clerk,Construction,Organization 661
4086,2346,Nepotism,,4/24/2012,Fraud in Construction sector,Person 4086,Clerk,Construction,Organization 386
3736,4004,Fraud,55404,8/12/2015,Nepotism in Healthcare sector,Person 3736,Clerk,Finance,Organization 685
4204,4317,Bribery,92953,1/11/2011,Bribery in Construction sector,Person 4204,Official,Finance,Organization 53
2802,4895,Fraud,27767,11/8/2013,Embezzlement in Government sector,Person 2802,CEO,Government,Organization 171
132,821,Fraud,,2/18/2020,Embezzlement in Finance sector,Person 132,Manager,Healthcare,Organization 386
2773,1560,Fraud,,5/28/2011,Fraud in Construction sector,Person 2773,CEO,Healthcare,Organization 746
2521,2166,Bribery,,1/10/2013,Embezzlement in Finance sector,Person 2521,CEO,Finance,Organization 855
3016,4033,Nepotism,,8/13/2016,Embezzlement in Government sector,Person 3016,CEO,Government,Organization 42
1659,2123,Embezzlement,,5/27/2018,Fraud in Healthcare sector,Person 1659,Official,Healthcare,Organization 78
3028,3263,Fraud,,11/15/2012,Fraud in Finance sector,Person 3028,Official,Finance,Organization 822
1000,3081,Fraud,87700,1/17/2016,Bribery in Finance sector,Person 1000,Clerk,Finance,Organization 714
484,4789,Bribery,46960,11/6/2014,Bribery in Finance sector,Person 484,Clerk,Finance,Organization 369
2645,941,Bribery,,5/2/2014,Fraud in Government sector,Person 2645,Official,Finance,Organization 326
1626,3259,Fraud,33410,6/23/2015,Bribery in Healthcare sector,Person 1626,Manager,Finance,Organization 546
4199,1729,Embezzlement,,5/10/2011,Embezzlement in Finance sector,Person 4199,CEO,Finance,Organization 56
1661,4241,Nepotism,,4/1/2017,Fraud in Government sector,Person 1661,Official,Government,Organization 994
2618,4590,Bribery,,11/7/2011,Fraud in Finance sector,Person 2618,Manager,Healthcare,Organization 979
996,1295,Fraud,46327,8/21/2012,Embezzlement in Finance sector,Person 996,CEO,Finance,Organization 749
3878,2496,Bribery,,6/24/2015,Nepotism in Construction sector,Person 3878,Manager,Government,Organization 964
132,552,Fraud,,9/25/2011,Fraud in Finance sector,Person 132,Manager,Healthcare,Organization 386
1451,3533,Fraud,,1/9/2011,Fraud in Finance sector,Person 1451,Official,Finance,Organization 474
1751,659,Nepotism,64706,12/22/2020,Embezzlement in Healthcare sector,Person 1751,Official,Government,Organization 529
84,4768,Fraud,85853,3/5/2013,Fraud in Government sector,Person 84,Official,Government,Organization 529
577,312,Bribery,,4/22/2019,Embezzlement in Construction sector,Person 577,Manager,Construction,Organization 9
333,1920,Fraud,,4/1/2013,Embezzlement in Government sector,Person 333,Official,Finance,Organization 24
2295,3316,Bribery,4126,8/23/2020,Nepotism in Construction sector,Person 2295,Official,Finance,Organization 600
1367,3472,Fraud,,9/19/2019,Embezzlement in Healthcare sector,Person 1367,Manager,Government,Organization 240
3230,672,Nepotism,,11/20/2014,Fraud in Finance sector,Person 3230,Official,Government,Organization 190
3627,3380,Bribery,14714,8/24/2014,Fraud in Construction sector,Person 3627,CEO,Construction,Organization 106
625,4279,Fraud,50529,5/22/2012,Bribery in Healthcare sector,Person 625,Manager,Finance,Organization 303
1841,3176,Fraud,,10/21/2020,Fraud in Healthcare sector,Person 1841,Official,Construction,Organization 623
543,1749,Bribery,66252,6/20/2014,Embezzlement in Healthcare sector,Person 543,CEO,Finance,Organization 129
3492,2174,Bribery,72956,3/7/2014,Embezzlement in Construction sector,Person 3492,Official,Government,Organization 798
4420,886,Bribery,12091,12/8/2016,Nepotism in Construction sector,Person 4420,Clerk,Healthcare,Organization 631
4148,1775,Fraud,63838,6/7/2013,Bribery in Healthcare sector,Person 4148,Manager,Healthcare,Organization 899
290,2134,Nepotism,45965,5/17/2018,Bribery in Finance sector,Person 290,Clerk,Construction,Organization 848
1658,4026,Nepotism,,4/6/2013,Fraud in Construction sector,Person 1658,Official,Finance,Organization 426
2394,3225,Embezzlement,71562,6/13/2012,Bribery in Government sector,Person 2394,Clerk,Healthcare,Organization 861
216,807,Bribery,94602,8/24/2012,Embezzlement in Government sector,Person 216,Clerk,Healthcare,Organization 958
491,4929,Bribery,32695,3/3/2018,Bribery in Government sector,Person 491,Official,Construction,Organization 906
4853,1400,Bribery,78429,2/8/2012,Embezzlement in Construction sector,Person 4853,Official,Government,Organization 149
4482,1998,Embezzlement,,6/21/2015,Bribery in Finance sector,Person 4482,Manager,Finance,Organization 349
4549,1670,Bribery,49698,12/26/2015,Embezzlement in Construction sector,Person 4549,Official,Healthcare,Organization 528
1137,2513,Bribery,,10/16/2015,Bribery in Healthcare sector,Person 1137,Clerk,Construction,Organization 108
2639,2727,Bribery,17649,6/24/2014,Embezzlement in Healthcare sector,Person 2639,CEO,Finance,Organization 115
2718,3957,Nepotism,,5/23/2016,Nepotism in Healthcare sector,Person 2718,Manager,Government,Organization 345
1121,3493,Fraud,66489,3/12/2015,Fraud in Government sector,Person 1121,Manager,Healthcare,Organization 694
4069,4233,Nepotism,67400,3/8/2017,Embezzlement in Finance sector,Person 4069,CEO,Construction,Organization 224
3318,2575,Embezzlement,,12/20/2013,Embezzlement in Construction sector,Person 3318,Manager,Healthcare,Organization 492
2675,2882,Nepotism,,10/25/2019,Bribery in Government sector,Person 2675,Official,Construction,Organization 88
3462,4991,Bribery,82560,9/17/2018,Fraud in Construction sector,Person 3462,CEO,Construction,Organization 44
3889,236,Embezzlement,91238,7/1/2019,Embezzlement in Government sector,Person 3889,Official,Finance,Organization 198
2035,395,Fraud,,12/27/2016,Nepotism in Healthcare sector,Person 2035,CEO,Government,Organization 787
250,4059,Fraud,,7/24/2014,Fraud in Finance sector,Person 250,Manager,Government,Organization 956
354,3802,Bribery,,1/10/2013,Nepotism in Finance sector,Person 354,Official,Finance,Organization 162
4437,2299,Bribery,,6/11/2019,Bribery in Government sector,Person 4437,Clerk,Government,Organization 239
3215,4690,Bribery,,5/28/2017,Embezzlement in Government sector,Person 3215,Manager,Government,Organization 917
1696,933,Fraud,87532,10/17/2011,Nepotism in Government sector,Person 1696,Clerk,Finance,Organization 572
4794,1904,Nepotism,,1/8/2012,Embezzlement in Government sector,Person 4794,Official,Finance,Organization 577
4575,403,Embezzlement,67011,10/25/2015,Embezzlement in Government sector,Person 4575,CEO,Finance,Organization 70
779,4781,Fraud,43887,3/18/2013,Bribery in Government sector,Person 779,Official,Finance,Organization 367
3506,1058,Fraud,38102,1/22/2011,Embezzlement in Finance sector,Person 3506,Clerk,Finance,Organization 376
57,4709,Nepotism,66798,11/23/2014,Fraud in Finance sector,Person 57,Clerk,Finance,Organization 348
1172,4684,Bribery,,4/8/2016,Nepotism in Healthcare sector,Person 1172,CEO,Healthcare,Organization 314
2379,4889,Embezzlement,63822,10/26/2013,Embezzlement in Government sector,Person 2379,Clerk,Construction,Organization 685
4227,3138,Fraud,,1/6/2011,Nepotism in Government sector,Person 4227,Manager,Healthcare,Organization 270
2111,3539,Fraud,,5/19/2014,Embezzlement in Government sector,Person 2111,Manager,Government,Organization 645
4834,3632,Bribery,46691,4/11/2019,Bribery in Government sector,Person 4834,Manager,Finance,Organization 7
3781,2078,Fraud,69487,11/7/2012,Bribery in Finance sector,Person 3781,CEO,Healthcare,Organization 115
3641,1846,Nepotism,46777,9/5/2018,Embezzlement in Government sector,Person 3641,CEO,Finance,Organization 236
2981,187,Nepotism,76971,1/15/2017,Nepotism in Healthcare sector,Person 2981,Clerk,Construction,Organization 34
3913,2192,Embezzlement,,9/8/2010,Embezzlement in Government sector,Person 3913,Clerk,Finance,Organization 835
3334,3745,Nepotism,17401,9/25/2013,Fraud in Healthcare sector,Person 3334,Manager,Construction,Organization 818
3818,1034,Fraud,,2/17/2019,Embezzlement in Healthcare sector,Person 3818,Clerk,Construction,Organization 982
2759,92,Fraud,,3/3/2010,Fraud in Healthcare sector,Person 2759,Clerk,Government,Organization 694
4394,3486,Bribery,24013,4/23/2013,Bribery in Government sector,Person 4394,CEO,Government,Organization 439
2976,4155,Fraud,97221,3/27/2012,Embezzlement in Finance sector,Person 2976,Official,Healthcare,Organization 898
2872,942,Fraud,95935,9/26/2019,Nepotism in Construction sector,Person 2872,Official,Construction,Organization 508
3355,1639,Nepotism,,11/3/2010,Bribery in Finance sector,Person 3355,Official,Government,Organization 268
1932,154,Fraud,89270,2/9/2018,Embezzlement in Healthcare sector,Person 1932,Manager,Construction,Organization 450
2045,4082,Bribery,,1/3/2015,Nepotism in Finance sector,Person 2045,Manager,Construction,Organization 568
4493,4483,Bribery,,8/21/2013,Embezzlement in Finance sector,Person 4493,Official,Healthcare,Organization 711
3177,3548,Nepotism,,6/22/2013,Nepotism in Healthcare sector,Person 3177,Official,Construction,Organization 3
27,3791,Fraud,46911,1/8/2012,Embezzlement in Government sector,Person 27,CEO,Construction,Organization 973
1239,2561,Fraud,,7/5/2016,Fraud in Healthcare sector,Person 1239,Clerk,Construction,Organization 130
310,2480,Nepotism,72963,2/2/2017,Embezzlement in Healthcare sector,Person 310,Official,Finance,Organization 585
4585,4455,Nepotism,46878,12/7/2010,Fraud in Construction sector,Person 4585,Official,Government,Organization 22
1706,2935,Bribery,86051,8/23/2018,Bribery in Healthcare sector,Person 1706,Manager,Healthcare,Organization 281
1869,1203,Bribery,59369,5/12/2010,Embezzlement in Finance sector,Person 1869,Manager,Construction,Organization 88
2864,2713,Fraud,33435,7/15/2018,Bribery in Finance sector,Person 2864,Clerk,Construction,Organization 311
4120,2810,Bribery,40186,10/19/2020,Nepotism in Construction sector,Person 4120,CEO,Government,Organization 493
1128,2893,Bribery,10492,1/19/2012,Fraud in Government sector,Person 1128,Manager,Government,Organization 307
1581,4526,Embezzlement,,7/17/2016,Bribery in Construction sector,Person 1581,Official,Construction,Organization 310
207,1080,Bribery,2728,2/24/2020,Embezzlement in Finance sector,Person 207,CEO,Healthcare,Organization 127
4869,4435,Nepotism,36587,4/14/2012,Nepotism in Construction sector,Person 4869,Manager,Finance,Organization 804
2412,2174,Bribery,,12/8/2020,Embezzlement in Construction sector,Person 2412,CEO,Healthcare,Organization 733
3940,2409,Embezzlement,,12/15/2016,Embezzlement in Government sector,Person 3940,CEO,Construction,Organization 838
17,2551,Bribery,,1/3/2013,Fraud in Government sector,Person 17,Manager,Government,Organization 928
1558,4407,Embezzlement,,3/14/2020,Fraud in Healthcare sector,Person 1558,Manager,Finance,Organization 553
736,833,Embezzlement,77502,3/26/2012,Embezzlement in Healthcare sector,Person 736,Clerk,Finance,Organization 482
2249,1035,Fraud,78089,7/28/2017,Bribery in Finance sector,Person 2249,Manager,Healthcare,Organization 270
1746,4016,Nepotism,,6/17/2010,Bribery in Healthcare sector,Person 1746,Official,Healthcare,Organization 683
1162,2555,Embezzlement,,1/1/2013,Fraud in Construction sector,Person 1162,Clerk,Government,Organization 367
209,756,Embezzlement,,1/20/2012,Fraud in Construction sector,Person 209,CEO,Healthcare,Organization 834
1581,540,Fraud,,3/10/2012,Nepotism in Healthcare sector,Person 1581,Official,Construction,Organization 310
1727,3421,Fraud,,11/10/2016,Embezzlement in Finance sector,Person 1727,Manager,Healthcare,Organization 54
2109,18,Embezzlement,,4/23/2016,Bribery in Construction sector,Person 2109,CEO,Construction,Organization 54
2050,3065,Fraud,92830,12/3/2017,Bribery in Finance sector,Person 2050,Official,Construction,Organization 617
4770,4678,Embezzlement,10236,5/14/2015,Embezzlement in Government sector,Person 4770,CEO,Construction,Organization 603
1439,1158,Nepotism,87251,10/20/2019,Embezzlement in Healthcare sector,Person 1439,Manager,Government,Organization 457
1071,1447,Nepotism,49099,8/11/2012,Bribery in Healthcare sector,Person 1071,Official,Government,Organization 855
394,1747,Bribery,8070,6/2/2016,Nepotism in Construction sector,Person 394,Manager,Government,Organization 920
111,4357,Embezzlement,,7/14/2017,Nepotism in Finance sector,Person 111,CEO,Construction,Organization 548
934,1,Bribery,66573,5/6/2016,Fraud in Finance sector,Person 934,Official,Government,Organization 412
646,708,Fraud,81246,8/6/2010,Bribery in Construction sector,Person 646,Official,Government,Organization 24
1206,4999,Embezzlement,,3/27/2013,Bribery in Healthcare sector,Person 1206,Clerk,Government,Organization 878
931,3769,Nepotism,,4/5/2020,Bribery in Healthcare sector,Person 931,CEO,Government,Organization 461
3090,3761,Nepotism,67836,3/10/2019,Fraud in Healthcare sector,Person 3090,Manager,Construction,Organization 592
4893,4136,Fraud,,12/7/2010,Nepotism in Healthcare sector,Person 4893,Clerk,Finance,Organization 236
1170,417,Nepotism,60158,1/9/2010,Nepotism in Healthcare sector,Person 1170,Clerk,Finance,Organization 344
1255,1249,Fraud,,9/2/2015,Fraud in Government sector,Person 1255,CEO,Finance,Organization 800
1400,2538,Bribery,33424,2/20/2012,Fraud in Construction sector,Person 1400,Official,Government,Organization 197
2550,1165,Fraud,,5/26/2013,Fraud in Healthcare sector,Person 2550,Clerk,Finance,Organization 841
1921,2463,Embezzlement,38189,9/15/2016,Fraud in Healthcare sector,Person 1921,Manager,Healthcare,Organization 270
2474,2921,Bribery,,8/14/2020,Nepotism in Government sector,Person 2474,Official,Government,Organization 869
2564,2211,Bribery,,3/20/2016,Embezzlement in Finance sector,Person 2564,Official,Construction,Organization 20
3747,2631,Nepotism,10157,8/23/2015,Fraud in Finance sector,Person 3747,Official,Construction,Organization 133
3598,4755,Bribery,,12/12/2016,Nepotism in Healthcare sector,Person 3598,Manager,Government,Organization 630
2579,4931,Nepotism,,6/8/2016,Fraud in Government sector,Person 2579,Clerk,Construction,Organization 187
3053,215,Bribery,43885,7/20/2017,Nepotism in Finance sector,Person 3053,CEO,Government,Organization 955
84,2399,Bribery,,10/5/2012,Fraud in Government sector,Person 84,Official,Government,Organization 529
2504,10,Fraud,,5/5/2012,Fraud in Construction sector,Person 2504,Clerk,Government,Organization 68
2535,4541,Nepotism,32640,1/13/2012,Fraud in Healthcare sector,Person 2535,CEO,Finance,Organization 717
2880,3980,Bribery,,10/26/2016,Bribery in Construction sector,Person 2880,Official,Finance,Organization 422
4188,3880,Nepotism,59233,4/1/2019,Bribery in Government sector,Person 4188,Clerk,Government,Organization 553
3742,1884,Fraud,,6/27/2011,Embezzlement in Finance sector,Person 3742,Clerk,Construction,Organization 386
2322,68,Fraud,,10/3/2013,Bribery in Government sector,Person 2322,Official,Healthcare,Organization 955
3839,2215,Bribery,46490,3/8/2011,Embezzlement in Construction sector,Person 3839,Official,Finance,Organization 784
209,547,Nepotism,17437,3/27/2011,Embezzlement in Healthcare sector,Person 209,CEO,Healthcare,Organization 834
